issuer,cik,tickers,exchanges,listed_status,vehicle,launch_date,expiration,offer_type,offer_price,range_low,range_high,nav_pct,final_price,premium_price_used,premium_flag,pre_close,pre_close_date,post_close,post_close_date,pre_close_split_factor,doc_ref_price,doc_ref_quote,gross_premium,yf_premium,yf_doc_price_ratio,premium_basis,tendered_class,completed,proration,odd_lot_priority,odd_lot_clause,odd_lot_clause_2,odd_lot_priority_basis,launch_accession,clause_doc_accession,clause_doc_url,doc_sha256,completion_doc,completion_date,n_hit_filings,n_filings_in_offer,orphan_amendment,listed_basis,price_note,completion_source,doc_bytes,launch_primary_doc
DANAHER CORP /DE/,0000313616,DHR,NYSE,listed,operating_company,2019-11-15,2019-12-13,split_off_exchange_offer,,,,,,,,136.15000103759763,2019-11-14,151.44000695800779,2019-12-16,1.128,,,,,,,common_or_unspecified,yes,proration factor of 7,yes,"Stockholders who own fewer than 100 shares of Danaher Common Stock, or an odd-lot, who have validly tendered all of their shares, will not be subject to proration, in accordance with the terms of the Exchange Offer.","This estimated preliminary proration factor is subject to change based on the number of tendered shares that satisfy the guaranteed delivery procedures, as well as the number of odd-lot shares that were validly tendered and are not subject to proration.","odd-lot -> no-proration/priority: 'odd-lot, who have validly tendered all of their shares, will not be subject to prorat' (<100-share threshold stated in the document)",0000313616-19-000163,0000313616-19-000163,https://www.sec.gov/Archives/edgar/data/313616/000119312519314345/d844056dsctoia.htm,8a5700a949533f95503efa675c48689e5f82e6d338641fe4deb5f807d0192ddf,https://www.sec.gov/Archives/edgar/data/313616/000119312519316822/d844056dsctoia.htm,2019-12-18,2,4,False,submissions index: ['DHR'] on ['NYSE']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0001193125-19-316822,30301,danaherscheduleto.htm
Bluegreen Vacations Holding Corp,0000315858,,,unknown,operating_company,2022-11-09,,fixed_price,22.17,,,,25.0,25.0,,,,,,,17.05,closing price of our Class A Common Stock on the NYSE was $17.05,0.46627565982404695,,,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"Such proration will apply to all shareholders without priority, including odd lot holders ( e.g.",,"no-proration/priority -> odd-lot: 'priority, including odd lot' (<100-share threshold stated in the document)",0001193125-22-280790,0001193125-22-280790,https://www.sec.gov/Archives/edgar/data/315858/000119312522280790/d374541dex99a1a.htm,cfc338e8df958bd8d1a5f268da98c26baf71cd8dbb34331bd72cf5a2e13aa919,https://www.sec.gov/Archives/edgar/data/315858/000119312522315160/d398352dsctoia.htm,2022-12-30,1,4,False,"no ticker in submissions index, no non-traded language matched",not exchange-listed / no ticker in the submissions index,0001193125-22-315160,306721,d374541dsctoi.htm
"Coca-Cola Consolidated, Inc.",0000317540,COKE,Nasdaq,listed,operating_company,2024-05-20,,dutch_auction,,850.0,925.0,,,887.5,range_midpoint,936.9999694824219,2024-05-17,977.8900146484375,2024-06-20,10.0,937.0,closing price of our Common Stock on the Nasdaq was $937.00,-0.05282817502668091,-0.05282814417781101,0.9999999674305463,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"If I own fewer than 100 shares and I tender all of my shares, will I be subject to proration? If you own, beneficially or of record, fewer than 100 shares in the aggregate, you validly tender all of these shares at or below the Purchase Price prior to the Expiration Time (and do not validly withdraw such shares) and you complete the section entitled Odd Lots in the Letter of Transmittal and, if applicable, in the Notice of Guaranteed Delivery, and all conditions to the Offer are satisfied or waived, we will purchase all of your shares without subjecting them to proration.","If the terms and conditions of the Offer have been satisfied or waived and shares validly tendered at or below the Purchase Price, and not validly withdrawn prior to the Expiration Time, would result in an aggregate purchase price of more than $2,000 million, we will purchase shares of Common Stock in the following order of priority: First , all shares owned in odd lots (less than 100 shares ) that have been validly tendered at or below the Purchase Price (and not validly withdrawn prior to the Expiration Time); Second , all other tendered shares (other than conditionally tendered shares for which the condition was not satisfied) validly tendered at or below the Purchase Price (and not validly withdrawn prior to",odd-lot -> no-proration/priority: 'odd lot priority' (<100-share threshold stated in the document),0001193125-24-142266,0001193125-24-142266,https://www.sec.gov/Archives/edgar/data/317540/000119312524142266/d842206dex99a1a.htm,8d13a85d439e714b9b379a1c172110307c9435cfcabdcd6e82eafef9757ccf66,https://www.sec.gov/Archives/edgar/data/317540/000119312524165192/d827000dsctoia.htm,2024-06-21,5,7,False,submissions index: ['COKE'] on ['Nasdaq']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0001193125-24-165192,513596,d842206dsctoi.htm
INDEPENDENCE HOLDING CO,0000701869,,,unknown,operating_company,2020-04-24,2017-06-26,fixed_price,27.0,,,,27.0,27.0,,,,,,,26.0,reported price of IHC common stock on the NYSE was $26.00,0.03846153846153855,,,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"For more information, see Section 1 &ldquo;Number of Shares of IHC Common Stock; Purchase Price; Proration.&rdquo; If I own fewer than 100 shares of IHC common stock and I tender all of my shares, will I be subject to proration? If you own fewer than 100 shares of IHC common stock in the aggregate, properly tender and do not withdraw all of your Shares prior to the Expiration Time, complete the section entitled &ldquo;Odd Lots&rdquo; in the Letter of Transmittal and, if applicable, in the Notice of Guaranteed Delivery, and all conditions to the Offer are satisfied or waived, we will purchase all of your Shares without proration.","If more than 1,000,000 Shares are properly tendered pursuant to the Offer and/or if we will not be able to maintain our listing on the NYSE if all Shares validly tendered and not properly withdrawn in the Offer were accepted for payment, then we will purchase Shares in the following order of priority: &bull; First, we will purchase all Odd Lots (as defined below) of less than 100 Shares at the Purchase Price from stockholders who: o properly tender all of their shares of IHC common stock and do not properly withdraw them before the Expiration Time; and o complete the section entitled &ldquo;Odd Lots&rdquo; in the Letter of Transmittal and, if applicable, in the Notice of Guaranteed Delivery (or, in the case of a beneficial owner, arranges with the owner's broker, dealer, commercial bank, trust company or other nominee for such completion); and &bull; Second , we will purchase Shares from all other stockholders who properly tender Shares and do not properly withdraw them prior to the Expiration Time on a pro rata basis, with appropriate adjustments to avoid purchases of fractional Shares.","odd-lot -> no-proration/priority: 'Odd Lots&rdquo; in the Letter of Transmittal and, if applicable, in the Notice of Guaranteed Delivery, and all conditions to the Offer are satisfied or waived, we will purchase all of your Shares with' (<100-share threshold stated in the document)",0001104659-20-051014,0001104659-20-051014,https://www.sec.gov/Archives/edgar/data/701869/000110465920051014/tm2016686d1_ex99-a1i.htm,c22650d21cbda268db0bc56e11ba032e1ce466ed6a10a0db340be8c0fa2fdd29,https://www.sec.gov/Archives/edgar/data/701869/000110465920066494/tm2021159d1_sctoia.htm,2020-05-27,4,4,False,"no ticker in submissions index, no non-traded language matched",not exchange-listed / no ticker in the submissions index,0001104659-20-066494,333729,tm2016686d1_sctoi.htm
WHITE MOUNTAINS INSURANCE GROUP LTD,0000776867,WTM,NYSE,listed,operating_company,2022-08-22,2022-09-20,dutch_auction,,1250.0,1400.0,,,1325.0,range_midpoint,1305.1300048828125,2022-08-19,1366.7900390625,2022-09-21,1.0,1305.13,"last reported sale price of the Shares on the NYSE was $1,305.13",0.01522453701930071,0.015224533221095848,1.000000003741246,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"What Happens If Shares Representing More Than $500 Million In Value Are Tendered At Or Below The Purchase Price? Will Tendered Shares Be Prorated? In the event that Shares representing more than $500 million in value (or such greater value as we may elect to purchase, subject to applicable law) are properly tendered at or below the Purchase Price and not properly withdrawn, we will accept Shares for purchase in the following order of priority: First , we will purchase all ""odd lots"" of less than 100 Shares at the Purchase Price from shareholders who properly tender all of their Shares at or below the Purchase Price and who do not properly withdraw them before the Expiration Time; and Second , after purchasing all the ""odd lots"" that were properly tendered at or below the Purchase Price, we will purchase Shares at the Purchase Price from all other holders who properly tender Shares at or below the Purchase Price and who do not properly withdraw them before the Expiration Time, on a pro rata basis, with appropriate adjustments to avoid purchases of fractional Shares, until we have acquired the value of Shares representing more than $500 million in value (or such greater value as we may elect to purchase, subject to applicable law).","iii TABLE OF CONTENTS If I Own Fewer Than 100 Shares And I Tender All Of My Shares, Will I Be Subject To Proration? If you own beneficially or of record fewer than 100 Shares in the aggregate, properly tender all of your Shares at or below the Purchase Price and do not properly withdraw them before the Expiration Time, and complete the section entitled Odd Lots in the Letter of Transmittal and, if applicable, in the Notice of Guaranteed Delivery, we will purchase all of your Shares without subjecting them to the proration procedure.","odd-lot -> no-proration/priority: 'odd lot"" priority' (<100-share threshold stated in the document)",0001104659-22-093064,0001104659-22-093064,https://www.sec.gov/Archives/edgar/data/776867/000110465922093064/tm2223096d1_ex99-a1a.htm,efe340f01c743c57114834983e73e5570b1d5949f3ab27bd6b9d047f9f5f98ce,https://www.sec.gov/Archives/edgar/data/776867/000110465922102831/tm2226076-2_sctoia.htm,2022-09-26,6,4,False,submissions index: ['WTM'] on ['NYSE']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0001104659-22-102831,438013,tm2223096-1_sctoi.htm
MGM Resorts International,0000789570,MGM,NYSE,listed,operating_company,2020-02-13,2020-03-12,dutch_auction,,29.0,34.0,,,31.5,range_midpoint,33.65999984741211,2020-02-12,15.4399995803833,2020-03-13,1.0,33.66,last reported sale price of the Shares was $33.66,-0.06417112299465233,-0.06417111875234238,0.9999999954667889,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"However, to qualify for the priority in case of proration, an Odd Lot Holder must tender all Shares owned by any such Odd Lot Holder, as described in Section 1.","We may not purchase all of the Shares tendered at or below the Final Purchase Price because of proration, Odd Lot priority and conditional tender provisions described in this Offer to Purchase.",odd-lot -> no-proration/priority: 'Odd Lot priority' (<100-share threshold stated in the document),0001193125-20-034386,0001193125-20-034386,https://www.sec.gov/Archives/edgar/data/789570/000119312520034386/d849958dex99a1a.htm,032b30eff93b08d7102d7ca4f9e0b18516a0d4738e0c5d7ff517242b5712ce66,https://www.sec.gov/Archives/edgar/data/789570/000119312520071838/d859020dsctoia.htm,2020-03-13,9,6,False,submissions index: ['MGM'] on ['NYSE']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0001193125-20-071838,507839,d849958dsctoi.htm
OPPENHEIMER HOLDINGS INC,0000791963,OPY,NYSE,listed,operating_company,2023-05-31,2023-06-28,dutch_auction,,34.0,40.0,,,37.0,range_midpoint,36.02000045776367,2023-05-30,40.689998626708984,2023-06-29,1.0,36.02,closing price of the Shares on the NYSE was $36.02,0.02720710716268737,0.027207094108326224,1.000000012708597,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"If I own fewer than 100 Shares and I tender all of my Shares, will I be subject to proration? If you own fewer than 100 Shares in the aggregate, you properly tender and do not withdraw all of these Shares at or below the Purchase Price prior to the Expiration Date and you complete (or, for a beneficial owner, your broker, dealer, commercial bank, trust company or other nominee completes) the section entitled ""Odd Lots"" in the Letter of Transmittal and, if applicable, in the Notice of Guaranteed Delivery, and all conditions to the Offer are satisfied or waived, we will purchase all of your Shares without subjecting them to proration.","Upon the terms and subject to the conditions of the Offer, all of the Shares tendered and not properly withdrawn would be subject to the ""odd lot"" priority, proration and conditional tender provisions described herein.","odd-lot -> no-proration/priority: 'odd lot"" priority' (<100-share threshold stated in the document)",0001104659-23-066256,0001104659-23-066256,https://www.sec.gov/Archives/edgar/data/791963/000110465923066256/tm2316928-1_exha1a.htm,ecabfa19e4060a05e962c2164d6b125158f154983b39060cdc184617adb26ce0,https://www.sec.gov/Archives/edgar/data/791963/000110465923078797/tm2320762d1_sctoia.htm,2023-07-06,6,3,False,submissions index: ['OPY'] on ['NYSE']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0001104659-23-078797,522970,tm2316928-1_sctoi.htm
ODP Corp,0000800240,,,unknown,operating_company,2022-07-18,2022-08-12,dutch_auction,,31.5,36.0,,,33.75,range_midpoint,,,,,,31.51,last reported sale price of the Shares on NASDAQ was $31.51,0.07108854331958092,,,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"If I own fewer than 100 Shares and I tender all of my Shares, will I be subject to proration? If you are the owner of fewer than 100 Shares in the aggregate, whether such Shares are owned beneficially or of record, if you validly tender all of these Shares at or below the Purchase Price prior to the Expiration Time (and do not validly withdraw such Shares) and you complete the section entitled Odd Lots in the Letter of Transmittal and, if applicable, in the Notice of Guaranteed Delivery, and all conditions to the Offer are satisfied or waived, we will purchase all of your Shares without subjecting them to proration.","On the terms and subject to the conditions of the Offer, if the number of Shares validly tendered at or below the Purchase Price and not validly withdrawn prior to the Expiration Time would result in an aggregate purchase price of more than $300,000,000, we will purchase Shares: first , from all holders of odd lots (persons who own fewer than 100 Shares) who validly tender all of their Shares at or below the Purchase Price and do not validly withdraw them prior to the Expiration Time (for the avoidance of doubt: tenders of less than all of the Shares owned by an odd lot holder will not qualify for this preference); second , subject to the conditional tender",odd-lot -> no-proration/priority: 'odd lots (persons who own fewer than 100 Shares) who validly tender all of their Shares at or below the Purchase Price and do not validly withdraw them prior to the Expiration Time (for the avoidance ' (<100-share threshold stated in the document),0001193125-22-195804,0001193125-22-195804,https://www.sec.gov/Archives/edgar/data/800240/000119312522195804/d322032dex99a1a.htm,c8049921a514b3984fecadfeb5a20d222ef161c5a49312dffb8b0652b7b27206,https://www.sec.gov/Archives/edgar/data/800240/000119312522220543/d262288dsctoia.htm,2022-08-15,5,4,False,"no ticker in submissions index, no non-traded language matched",not exchange-listed / no ticker in the submissions index,0001193125-22-220543,373193,d322032dsctoi.htm
CALIFORNIA FIRST LEASING CORP,0000803016,CFNB,OTC,listed,REIT,2022-11-15,,fixed_price,16.0,,,,16.0,16.0,,16.260000228881836,2022-11-14,16.049999237060547,2022-12-16,1.0,16.26,last reported sale price of the shares on the OTCQX Premier Market was $16.26,-0.015990159901599132,-0.015990173752889025,1.0000000140763736,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"In addition, if more than 375,000 shares are validly tendered in the tender offer and not validly withdrawn, we will buy such shares on a pro rata basis, except for &ldquo;odd lots&rdquo; (lots held by beneficial owners of less than 100 shares), which will be purchased on a priority basis.","If more than 375,000 shares are validly tendered and not validly withdrawn, we will buy such shares as nearly as may be pro rata, disregarding fractions, according to the number of shares validly tendered (and not validly withdrawn) by each tendering shareholder prior to the Expiration Time, except for &ldquo;odd lots&rdquo; (lots held by beneficial owners of less than 100 shares), which will be purchased on a priority basis.","odd-lot -> no-proration/priority: 'odd lots&rdquo; (lots held by beneficial owners of less than 100 shares), which will be purchased on a priority basis' (<100-share threshold stated in the document)",0001104659-22-119145,0001104659-22-119145,https://www.sec.gov/Archives/edgar/data/803016/000110465922119145/tm2230549d1_ex99-a1a.htm,15ade31d9dc4dae09c9349678ceb4a16d22a4635f516c80857d0c4a2cd4bae1c,https://www.sec.gov/Archives/edgar/data/803016/000080301622000060/cfnb_scto2a.htm,2022-12-20,3,3,False,submissions index: ['CFNB'] on ['OTC']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0000803016-22-000060,332926,tm2230549d1_sctoi.htm
CALIFORNIA FIRST LEASING CORP,0000803016,CFNB,OTC,listed,REIT,2023-10-23,,fixed_price,16.5,,,,16.5,16.5,,16.5,2023-10-20,16.469999313354492,2023-11-24,1.0,16.5,last reported sale price of the shares on the OTCQX Premier Market was $16.50,0.0,0.0,1.0,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"In addition, if more than 200,000 shares are validly tendered in the tender offer and not validly withdrawn, we will buy such shares on a pro rata basis, except for &ldquo;odd lots&rdquo; (lots held by beneficial owners of less than 100 shares), which will be purchased on a priority basis.","If more than 200,000 shares are validly tendered and not validly withdrawn, we will buy such shares as nearly as may be pro rata, disregarding fractions, according to the number of shares validly tendered (and not validly withdrawn) by each tendering shareholder prior to the Expiration Time, except for &ldquo;odd lots&rdquo; (lots held by beneficial owners of less than 100 shares), which will be purchased on a priority basis.","odd-lot -> no-proration/priority: 'odd lots&rdquo; (lots held by beneficial owners of less than 100 shares), which will be purchased on a priority basis' (<100-share threshold stated in the document)",0001174947-23-001224,0001174947-23-001224,https://www.sec.gov/Archives/edgar/data/803016/000117494723001224/ea187075ex-a1a_california.htm,7abd9574515638d198734b0b03f67475fd0511d0704316888454ef3eaaebb2ca,https://www.sec.gov/Archives/edgar/data/803016/000080301623000047/cfnb2024_scto3a.htm,2023-12-07,3,4,False,submissions index: ['CFNB'] on ['OTC']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0000803016-23-000047,341969,ea187075-sctoi_california.htm
CALIFORNIA FIRST LEASING CORP,0000803016,CFNB,OTC,listed,operating_company,2025-05-20,,fixed_price,18.5,,,,18.5,18.5,,18.700000762939453,2025-05-19,18.600000381469727,2025-06-20,1.0,18.7,last reported sale price of the shares on the OTCQX Premier Market was $18.70,-0.010695187165775333,-0.010695227528323081,1.0000000407989014,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"In addition, if more than 330,000 shares are validly tendered in the tender offer and not validly withdrawn, we will buy such shares on a pro rata basis, except for &#x201c;odd lots&#x201d; (lots held by beneficial owners of less than 100&#x00a0;shares), which will be purchased on a priority basis.","If more than 330,000 shares are validly tendered and not validly withdrawn, we will buy such shares as nearly as may be pro rata, disregarding fractions, according to the number of shares validly tendered (and not validly withdrawn) by each tendering shareholder prior to the Expiration Time, except for &#x201c;odd lots&#x201d; (lots held by beneficial owners of less than 100 shares), which will be purchased on a priority basis.","odd-lot -> no-proration/priority: 'odd lots&#x201d; (lots held by beneficial owners of less than 100&#x00a0;shares), which will be purchased on a priority basis' (<100-share threshold stated in the document)",0001174947-25-000805,0001174947-25-000805,https://www.sec.gov/Archives/edgar/data/803016/000117494725000805/sctoi_ex99a1acalifornia.htm,dd6f210fe749b3f5445892bc016c49902c54956dabb750c47d9130803303f90e,https://www.sec.gov/Archives/edgar/data/803016/000080301625000020/cfnb2025_scto3a.htm,2025-06-30,3,4,False,submissions index: ['CFNB'] on ['OTC']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0000803016-25-000020,645306,sctoi0525_california.htm
MFS HIGH YIELD MUNICIPAL TRUST,0000809844,,,unknown,closed_end_or_interval_fund,2026-04-06,,nav_based,,,,99.0,,,,,,,,,3.62,closing price as of the close of the regular trading session of the NYSE was $3.62,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,"Furthermore, the Fund holds positions in certain securities in smaller, &ldquo;odd lot&rdquo; position sizes, which are typically valued by the Fund at a price equivalent to larger, &ldquo;round lot&rdquo; position sizes in such securities.","Odd lot position sizes may trade at lower prices than round lot position sizes and, therefore, the Fund may receive proceeds from the sale of an odd lot position that are less than it would receive for the sale of a round lot position in the same security.","phrase present, no grant and no denial matched",0000930413-26-000980,0000930413-26-000980,https://www.sec.gov/Archives/edgar/data/809844/000093041326000980/c115878_ex99-a1i.htm,07fc1ee4da0050d3dec35fb5392a241f5ff9b6e2aa3351984406bc43296d5019,https://www.sec.gov/Archives/edgar/data/809844/000093041326001549/c116384_sctoia.htm,2026-05-11,1,3,False,"no ticker in submissions index, no non-traded language matched",not exchange-listed / no ticker in the submissions index,0000930413-26-001549,174771,c115878_sctoi.htm
Total Return Securities Fund,0000813623,SWZ,NYSE,listed,REIT,2025-12-19,2025-12-05,nav_based,,,,,6.81,6.81,,6.199999809265137,2025-12-18,6.099999904632568,2026-01-20,1.0,6.24,last reported sale price on the NYSE on such date for a share was $6.24,0.09134615384615374,0.098387130564632,0.993589713023259,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,no_explicitly_denied,"This Offer will not have any special pro ration provision for odd-lot tenders, which means that all odd-lot tenders (including stockholders who own fewer than 100 shares) are subject to pro ration and will not receive priority.","6 This Offer will not have any special pro ration provision for odd-lot tenders, which means that all odd-lot tenders (including stockholders who own fewer than 100 shares) are subject to pro ration and will not receive priority.",document denies it: 'not have any special pro ration provision for odd-lot',0001999371-25-020802,0001999371-25-020802,https://www.sec.gov/Archives/edgar/data/813623/000199937125020802/ex99-a1i.htm,d775bccf6bbf0d1fa422e9502b76a3ea2ccd7337c40ac96cd5ae6dc399185ab1,https://www.sec.gov/Archives/edgar/data/813623/000199937126001460/swz-sctoia_012226.htm,2026-01-22,1,3,False,submissions index: ['SWZ'] on ['NYSE']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0001999371-26-001460,289777,swz_sctoi-121925.htm
Good Times Restaurants Inc.,0000825324,GTIM,Nasdaq,listed,operating_company,2021-08-13,2021-09-10,fixed_price,4.6,,,,4.6,4.6,,4.46999979019165,2021-08-12,4.940000057220459,2021-09-13,1.0,4.5,reported price of our common stock on Nasdaq was $4.50,0.022222222222222143,0.029082822351268023,0.9933332867092557,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"If more than 1,413,000 shares are properly tendered, we will purchase all shares properly tendered on a pro rata basis, except for &ldquo;odd lots&rdquo; (lots held by owners of fewer than 100 shares), which we will purchase on a priority basis, and conditional tenders whose condition was not met, which we will not purchase (except as described in Section 6).","If I own fewer than 100 shares and I tender all of my shares, will I be subject to proration? If you own, beneficially or of record, fewer than 100 shares in the aggregate, you validly tender all of these shares prior to the Expiration Time (and do not validly withdraw such shares), all conditions to the Offer are satisfied or waived, and you complete the Section entitled &ldquo;Odd Lots&rdquo; in the Letter of Transmittal and, if applicable, in the Notice of Guaranteed Delivery , we will purchase all of your shares without subjecting them to the proration procedure.","odd-lot -> no-proration/priority: 'odd lots&rdquo; (lots held by owners of fewer than 100 shares), which we will purchase on a priority basis' (<100-share threshold stated in the document)",0001214659-21-008480,0001214659-21-008480,https://www.sec.gov/Archives/edgar/data/825324/000121465921008480/ex99_a1a.htm,ed3e967a0186550dc32c2366acd3889c1d38a04e96e0f376b39692b18701318e,https://www.sec.gov/Archives/edgar/data/825324/000121465921009500/d914210sctoia2.htm,2021-09-14,4,3,False,submissions index: ['GTIM'] on ['Nasdaq']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0001214659-21-009500,321859,gt812212sctoi.htm
Johnson Controls International plc,0000833444,JCI,NYSE,listed,operating_company,2019-05-03,,dutch_auction,,36.0,40.0,,,38.0,range_midpoint,38.97999954223633,2019-05-02,39.0,2019-06-03,1.0,38.98,last reported sale price of the Shares on the NYSE was $38.98,-0.025141097998973794,-0.025141086550667158,0.9999999882564476,offer price / the price the OFFER DOCUMENT itself states,common_or_unspecified,yes,,yes,"Odd lots will be accepted for payment before any proration of the purchase of other tendered Shares, provided that (a) this priority is not available to partial tenders or to beneficial or record holders of 100 or more Shares in the aggregate, even if these holders have separate accounts or certificates representing fewer than 100 Shares, and (b) to qualify for this priority, an Odd Lot Holder must tender all Shares owned by the Odd Lot Holder in accordance with the procedures described in Section 3.","If I own fewer than 100 Shares and I tender all of my Shares, will I be subject to proration? If you own, beneficially or of record, fewer than 100 Shares in the aggregate, you properly tender all of these Shares at or below the Purchase Price and do not properly withdraw them before the Expiration Date, and you complete the section entitled Odd Lots in the Letter of Transmittal and, if applicable, in the Notice of Guaranteed Delivery, we will purchase all of your Shares without subjecting them to the proration procedure, upon the terms and subject to the conditions of the Offer.",odd-lot -> no-proration/priority: 'Odd lots will be accepted for payment before any prorat' (<100-share threshold stated in the document),0001193125-19-136950,0001193125-19-136950,https://www.sec.gov/Archives/edgar/data/833444/000119312519136950/d719753dex99a1a.htm,e9c09cd29a15bea85100655d6ac1b55590115265cb186f333d1808d70c2f1778,https://www.sec.gov/Archives/edgar/data/833444/000119312519165512/d686286dsctoia.htm,2019-06-05,8,7,False,submissions index: ['JCI'] on ['NYSE']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0001193125-19-165512,444825,d719753dsctoi.htm
"BLACKROCK MUNIVEST FUND, INC.",0000835948,,,unknown,closed_end_or_interval_fund,2024-07-22,,nav_based,,,,,,,,,,,,,,,,,,,common_or_unspecified,yes,,mentioned_no_priority_language,(d) Each Conditional Tender Offer shall require odd lot tenders to be subject to the same proration terms as tenders of 100 shares or more.,,"phrase present, no grant and no denial matched",0001193125-24-182254,0001193125-24-182254,https://www.sec.gov/Archives/edgar/data/835948/000119312524182254/d848973dex99d4.htm,eb898aeec9aca7a509332de9a3a68dd72b7835a18daa2b9676edd1136f3d0327,https://www.sec.gov/Archives/edgar/data/835948/000119312524205551/d858494dsctoia.htm,2024-08-23,1,3,False,"no ticker in submissions index, no non-traded language matched",not exchange-listed / no ticker in the submissions index,0001193125-24-205551,52580,d848973dsctoi.htm
Virtus Total Return Fund Inc.,0000836412,ZTR,NYSE,listed,closed_end_or_interval_fund,2024-04-02,,nav_based,,,,98.0,,,,5.519999980926514,2024-04-01,5.349999904632568,2024-05-03,1.0,,,,,,,common_or_unspecified,yes,,no_explicitly_denied,"This tender offer will not have any special pro ration provision for odd-lot tenders, which means that all odd-lot tenders (including Stockholders who own fewer than 100 Shares) are subject to proration.",,document denies it: 'not have any special pro ration provision for odd-lot',0001193125-24-084792,0001193125-24-084792,https://www.sec.gov/Archives/edgar/data/836412/000119312524084792/d823267dex99a1i.htm,a6d7ba719cf98a354f0aa4fcccb43ac170c41a686e4e5a6fdb15eb12bb2b4774,https://www.sec.gov/Archives/edgar/data/836412/000119312524132867/d808757dsctoia.htm,2024-05-07,4,4,False,submissions index: ['ZTR'] on ['NYSE']; no non-traded language in doc,"yfinance Close, dividends unadjusted, split basis restored to the offer date",0001193125-24-132867,157512,d823267dsctoi.htm
